,Users,Game_name,user_rating
16708,/user/Prezza66,Streets of Rage 4,5
16710,/user/nw2010,Streets of Rage 4,7
16711,/user/GabFire,Streets of Rage 4,8
16712,/user/NukeTv,Streets of Rage 4,8
16713,/user/Rcldidilelou14,Streets of Rage 4,8
16724,/user/Goo4you,Streets of Rage 4,4
16725,/user/Kinokee,Streets of Rage 4,8
16726,/user/arrivist,Streets of Rage 4,6
16727,/user/RottenCritic,Streets of Rage 4,2
16730,/user/Leocolt,Streets of Rage 4,9
16731,/user/djdizzy,Streets of Rage 4,8
16734,/user/YoungSatch3,Streets of Rage 4,0
16735,/user/BobbyEwin,Streets of Rage 4,5
16740,/user/Madmaz,Two Point Hospital,9
16741,/user/Markos-,Two Point Hospital,8
16742,/user/ShadowPeter,Two Point Hospital,9
16743,/user/Strop77,Two Point Hospital,9
16744,/user/JonnyMenthol,Two Point Hospital,10
16745,/user/Ruzaky,Two Point Hospital,8
16746,/user/XanderB,Two Point Hospital,9
16752,/user/SassyQuatch,Lovers in a Dangerous Spacetime,7
16755,/user/Turbodowg,Lovers in a Dangerous Spacetime,0
16756,/user/Nel,Lovers in a Dangerous Spacetime,5
16758,/user/deneb006,Lovers in a Dangerous Spacetime,9
16759,/user/Ruzaky,Lovers in a Dangerous Spacetime,9
16760,/user/GamerDylan,Lovers in a Dangerous Spacetime,8
16761,/user/tobivv,Lovers in a Dangerous Spacetime,5
16762,/user/souffle_pan,Lovers in a Dangerous Spacetime,10
16765,/user/archaim,GRIS,8
16766,/user/WhatAboutThat,GRIS,0
16767,/user/timmytime,GRIS,7
16768,/user/XxAlbertoBuzzxX,GRIS,7
16770,/user/Cyber_Angel,GRIS,7
16771,/user/KayVen17,GRIS,10
16772,/user/Catalyst13,GRIS,8
16773,/user/Dragonfly44,GRIS,6
16774,/user/SplitMind,GRIS,7
16776,/user/Wweald,GRIS,8
16777,/user/PerfectRecipe,GRIS,8
16778,/user/Alentejano,GRIS,9
16782,/user/GabFire,GRIS,8
16783,/user/painava,GRIS,7
16787,/user/meowyiii,GRIS,8
16792,/user/karay123,GRIS,7
16796,/user/lessacebola,GRIS,10
16798,/user/nexus151196,GRIS,8
16799,/user/Bizancio_Askatu,GRIS,8
16800,/user/consolfreak1982,Enter the Gungeon,8
16801,/user/angraholyland,Enter the Gungeon,9
16805,/user/surfacepatterns,Enter the Gungeon,4
16807,/user/ujinroth,Enter the Gungeon,4
16811,/user/ablaise82,Enter the Gungeon,5
16812,/user/zencube,Enter the Gungeon,7
16814,/user/FriedConsole,Enter the Gungeon,9
16815,/user/Moomaw57,Enter the Gungeon,10
16816,/user/Gamecriticpro,Enter the Gungeon,8
16818,/user/TresVoltesRebel,Enter the Gungeon,9
16819,/user/deneb006,Enter the Gungeon,8
16822,/user/Bizancio_Askatu,Enter the Gungeon,9
16823,/user/Sami_Steen,Enter the Gungeon,8
16827,/user/Jyykson,Child of Light,10
16828,/user/stamito,Child of Light,7
16829,/user/Ninjo,Child of Light,8
16830,/user/jeanphilt,Child of Light,6
16831,/user/The_Garays,Child of Light,8
16832,/user/SuperDuck23,Child of Light,10
16833,/user/gdiego135,Child of Light,10
16837,/user/chr1so,Child of Light,8
16839,/user/JoshLuck1995,Child of Light,9
16840,/user/GrumpyReviewer,Child of Light,9
16843,/user/erndaWORM,Child of Light,9
16845,/user/joaopontesvaz,Child of Light,8
16848,/user/leventguller,Child of Light,9
16850,/user/snooginzz,Child of Light,9
16852,/user/Gamer44,Child of Light,10
16853,/user/Seigert,Child of Light,9
16863,/user/no_tomno,Child of Light,4
16865,/user/Makaveli,Child of Light,7
16867,/user/Wawacoffee89,Child of Light,9
16868,/user/Trunks252,Child of Light,8
16870,/user/SNESStarter,Child of Light,10
16886,/user/Vanpire73,Child of Light,7
16887,/user/curzon_dax,Child of Light,6
16888,/user/VitaGamer12,Child of Light,7
16892,/user/DrakeGarrison,Child of Light,8
16894,/user/DrFriendless,Child of Light,7
16895,/user/drlowdon,Child of Light,7
16896,/user/sityoazzdown,Child of Light,8
16897,/user/Underpants158,Child of Light,9
16899,/user/SirPierreFun,Child of Light,6
16900,/user/Dal_ReviewedDat,Child of Light,8
16901,/user/Colaflare,Child of Light,9
16902,/user/Digiomni,Child of Light,9
16903,/user/Nel,Child of Light,9
16904,/user/Kopter,Child of Light,9
16905,/user/jsands7,Child of Light,8
16906,/user/tomvs123,Child of Light,5
16907,/user/miccael,Child of Light,10
16909,/user/Kamikazeshocki,Child of Light,10
16910,/user/BenFoldsLaundry,Child of Light,9
16913,/user/egoBorder,Child of Light,8
16914,/user/JordiSkateIoko,Child of Light,9
16915,/user/amralchalati,Child of Light,10
16916,/user/Dalray3s,Child of Light,9
16917,/user/Leontorres7,Child of Light,10
16918,/user/Irisen,Child of Light,8
16919,/user/hello_world,Child of Light,9
16921,/user/painava,Child of Light,8
16922,/user/streetkrc,Child of Light,9
16925,/user/dstammel,The Last Guardian,10
16931,/user/pieguard,The Last Guardian,10
16932,/user/Tselel,The Last Guardian,9
16941,/user/MerodeTalks,The Last Guardian,9
16951,/user/DrChocolate,The Last Guardian,10
16952,/user/bennibop,The Last Guardian,10
16953,/user/SuperkenGaming,The Last Guardian,9
16954,/user/Chuzumaki,The Last Guardian,10
16958,/user/SydTheDog,The Last Guardian,9
16963,/user/TixyLix,The Last Guardian,10
16972,/user/gamesreflexoes,The Last Guardian,10
16978,/user/RodKratos,The Last Guardian,10
16985,/user/foxviewchannel,The Last Guardian,10
16986,/user/ivyking007,The Last Guardian,10
16990,/user/mixiladall,The Last Guardian,10
16992,/user/TangoFan,The Last Guardian,10
16993,/user/ThereIsNoSpoon,The Last Guardian,8
17001,/user/Blood8282,The Last Guardian,9
17006,/user/Chempion1,The Last Guardian,8
17007,/user/Phased,The Last Guardian,8
17009,/user/tantotonto,The Last Guardian,8
17012,/user/Chillywilly23,The Last Guardian,10
17013,/user/Fishyfishy,The Last Guardian,10
17014,/user/brockcheese,The Last Guardian,8
17019,/user/Rustaman,The Last Guardian,10
17022,/user/Icrolex,The Last Guardian,10
17025,/user/BassGuru82,Sprint Vector,10
17028,/user/Bitek,Sprint Vector,10
17029,/user/NerdPoisoning,Sprint Vector,9
17042,/user/Cpal4554,Assetto Corsa: Ultimate Edition,7
17043,/user/Tadeuocara,Assetto Corsa: Ultimate Edition,9
17045,/user/Maurer,Assetto Corsa: Ultimate Edition,9
17046,/user/Yallmae,The Legend of Heroes: Trails of Cold Steel III,9
17048,/user/Kenmei,The Legend of Heroes: Trails of Cold Steel III,8
17049,/user/OwtDaft,The Legend of Heroes: Trails of Cold Steel III,5
17050,/user/monks99,The Legend of Heroes: Trails of Cold Steel III,10
17051,/user/Neatqt,The Legend of Heroes: Trails of Cold Steel III,7
17056,/user/takisdv,The Legend of Heroes: Trails of Cold Steel III,10
17059,/user/Gamingking007,The Legend of Heroes: Trails of Cold Steel III,10
17067,/user/vahn,The Legend of Heroes: Trails of Cold Steel III,8
17069,/user/zaftgun,The Legend of Heroes: Trails of Cold Steel III,5
17070,/user/Fubuism,The Legend of Heroes: Trails of Cold Steel III,10
17074,/user/Risax,The Legend of Heroes: Trails of Cold Steel III,8
17077,/user/Empyrea,The Legend of Heroes: Trails of Cold Steel III,7
17082,/user/VoidiD,The Legend of Heroes: Trails of Cold Steel III,8
17087,/user/sityoazzdown,The Walking Dead: The Telltale Definitive Series,8
17088,/user/KayVen17,The Walking Dead: The Telltale Definitive Series,7
17092,/user/LaDix,The Walking Dead: The Telltale Definitive Series,10
17097,/user/Descole,The Walking Dead: The Telltale Definitive Series,8
17098,/user/TobiasKing12,The Walking Dead: The Telltale Definitive Series,10
17100,/user/RLRoro,The Walking Dead: The Telltale Definitive Series,10
17102,/user/Raios-Rogue,The Walking Dead: The Telltale Definitive Series,10
17103,/user/Ray6701,The Walking Dead: The Telltale Definitive Series,10
17113,/user/ShadowPeter,MLB The Show 18,10
17114,/user/Bugstaman,MLB The Show 18,7
17115,/user/andy24king24,MLB The Show 18,10
17118,/user/NavyBean,MLB The Show 18,9
17119,/user/sityoazzdown,MLB The Show 18,7
17120,/user/cogdotnet,MLB The Show 18,9
17123,/user/Alecj,MLB The Show 18,6
17124,/user/sglas,MLB The Show 18,0
17125,/user/Jk9785,MLB The Show 18,5
17134,/user/BITESCREEN,The Messenger,7
17135,/user/SplitMind,The Messenger,5
17137,/user/JonnyMenthol,The Messenger,9
17138,/user/Ampov,The Messenger,10
17139,/user/Ruzaky,The Messenger,10
17141,/user/Crysouls,The Messenger,9
17143,/user/wikgh3li4trg,The Messenger,10
17144,/user/miguevindiano,The Messenger,9
17145,/user/aandrade81,The Messenger,8
17156,/user/tzinc,NBA 2K19,0
17170,/user/2019amisany,NBA 2K19,0
17176,/user/GeorgeOrwell,NBA 2K19,0
17178,/user/Kire_92,NBA 2K19,4
17180,/user/TheFirm34,NBA 2K19,0
17181,/user/barren_sky,NBA 2K19,0
17188,/user/Bambookas,NBA 2K19,1
17193,/user/FabNasty,NBA 2K19,0
17194,/user/sheporgan1,NBA 2K19,2
17196,/user/D3NGZ,NBA 2K19,0
17197,/user/Ghoster,NBA 2K19,0
17202,/user/Deadheadbill,NBA 2K19,0
17207,/user/Giantteeth6666,NBA 2K19,0
17208,/user/SplitMind,NBA 2K19,0
17214,/user/Tenacidad963,NBA 2K19,0
17215,/user/MatamesiQuieres,NBA 2K19,0
17222,/user/ocinom,NBA 2K19,0
17224,/user/Gn2056,NBA 2K19,6
17227,/user/jay_caspian,NBA 2K19,6
17229,/user/JeepDaddyMac46,NBA 2K19,10
17232,/user/ps4lover,NBA 2K19,10
17234,/user/LordNord,NBA 2K19,8
17235,/user/ReyalsfoSwodahs,NBA 2K19,8
17236,/user/KyoshiLoneheart,NBA 2K19,0
17240,/user/GamePresscz,NBA 2K19,8
17241,/user/kyzaghan,NBA 2K19,8
17242,/user/sharkman265,NBA 2K19,1
17243,/user/SaintJames012,NBA 2K19,6
17247,/user/Zdygard,Dungeon Encounters,9
17250,/user/AwesomeNick94,SteamWorld Dig,9
17251,/user/masterjohnson1,SteamWorld Dig,7
17253,/user/hb1209,SteamWorld Dig,0
17254,/user/the_blueprint,SteamWorld Dig,6
17255,/user/Digiomni,SteamWorld Dig,9
17256,/user/rodericrinehart,SteamWorld Dig,9
17257,/user/drlowdon,SteamWorld Dig,4
17258,/user/Wawacoffee89,SteamWorld Dig,8
17259,/user/Sparkticle,SteamWorld Dig,8
17260,/user/Markolius,SteamWorld Dig,8
17262,/user/Murredly,SteamWorld Dig,7
17263,/user/leventguller,SteamWorld Dig,2
17264,/user/stefan1985,SteamWorld Dig,7
17265,/user/Mosh603,SteamWorld Dig,9
17266,/user/ThiouZ,SteamWorld Dig,7
17271,/user/Critical_I,SteamWorld Dig,7
17272,/user/Basquilly,SteamWorld Dig,8
17273,/user/Nel,SteamWorld Dig,7
17274,/user/GreenMachineG,SteamWorld Dig,8
17277,/user/agent13,Tekken 7,9
17278,/user/Prrgangsta,Tekken 7,8
17281,/user/benjaminstp85,Tekken 7,10
17293,/user/Hectik,Tekken 7,7
17294,/user/TheDatenshiMMA,Tekken 7,0
17299,/user/tomvs123,Tekken 7,3
17301,/user/DavidHoltzer,Tekken 7,3
17303,/user/rikard131,Tekken 7,0
17304,/user/resh_aykut,Tekken 7,5
17306,/user/Artoriaswolf,Tekken 7,8
17309,/user/brianm97,Tekken 7,3
17310,/user/User3,Tekken 7,0
17314,/user/kingofkoopas,Tekken 7,1
17315,/user/raccoondaddy,Tekken 7,7
17317,/user/H1s6n,Tekken 7,7
17318,/user/Untitled94,Tekken 7,6
17319,/user/EmanuelPop,Tekken 7,8
17322,/user/DD-Trainer,Tekken 7,5
17326,/user/Kaprawiec,Tekken 7,10
17327,/user/Ryskim,Tekken 7,10
17330,/user/ReniferZiolo,Tekken 7,9
17331,/user/dharma,Tekken 7,8
17333,/user/wigclyne,Tekken 7,3
17335,/user/Jaga-9403,Tekken 7,8
17337,/user/revelc,Tekken 7,7
17338,/user/Wilkens,Tekken 7,10
17339,/user/vgmkyle,Tekken 7,0
17340,/user/MisterMansfield,Tekken 7,10
17341,/user/LeopoldTheBrave,Tekken 7,10
17342,/user/RandomWhorie,Tekken 7,8
17343,/user/l3wis1337,Tekken 7,4
17349,/user/MiracSpectac,Tekken 7,9
17350,/user/oknsnl,Tekken 7,9
17351,/user/kibowman,Tekken 7,9
17358,/user/BumFrontMan,Tekken 7,7
17359,/user/redeyedwerewolf,Tekken 7,5
17361,/user/CanadianYeti,Tekken 7,8
17365,/user/RidleayRomero,Tekken 7,9
17372,/user/SuperkenGaming,Tekken 7,6
17374,/user/ultimatesoll,Tekken 7,4
17376,/user/JAX85,Tekken 7,10
17379,/user/Dungeon00X,Mega Man 11,2
17387,/user/Bullish,Mega Man 11,7
17388,/user/RepentantSky,Mega Man 11,7
17391,/user/SLURM187,Mega Man 11,10
17393,/user/JP_Wilde,Mega Man 11,8
17394,/user/Davrosdaleks1,Mega Man 11,9
17395,/user/abekdd,Mega Man 11,8
17397,/user/CyberRobotnix,Mega Man 11,8
17398,/user/Chell_R,Mega Man 11,4
17399,/user/leetl1,Mega Man 11,8
17402,/user/SomaKurusu,Mega Man 11,10
17403,/user/Cafe_8bits,Mega Man 11,8
17404,/user/joel_tdl,Mega Man 11,8
17405,/user/sergio123456,Mega Man 11,8
17406,/user/Dr_Unk,Mega Man 11,9
17408,/user/Narcysst,Life is Strange 2: Episode 5 - Wolves,9
17409,/user/Hallowsend666,Life is Strange 2: Episode 5 - Wolves,3
17411,/user/Tmz,Life is Strange 2: Episode 5 - Wolves,10
17413,/user/vanvejar1,Life is Strange 2: Episode 5 - Wolves,1
17418,/user/andoarias,PixelJunk Shooter Ultimate,7
17421,/user/shotmeplenty,PixelJunk Shooter Ultimate,5
17422,/user/Jimmydm90,PixelJunk Shooter Ultimate,7
17425,/user/ericjohn004,PixelJunk Shooter Ultimate,10
17426,/user/grim977,PixelJunk Shooter Ultimate,3
17427,/user/Turbodowg,PixelJunk Shooter Ultimate,0
17428,/user/MAD_GAMER_210,PixelJunk Shooter Ultimate,4
17430,/user/tsakiym,PixelJunk Shooter Ultimate,4
17431,/user/JoshLuck1995,PixelJunk Shooter Ultimate,8
17433,/user/PeteStaiv,PixelJunk Shooter Ultimate,7
17434,/user/ThiouZ,PixelJunk Shooter Ultimate,6
17436,/user/Nel,PixelJunk Shooter Ultimate,5
17438,/user/GOODFELLA87,FIFA 15,0
17444,/user/angelooliveira,FIFA 15,0
17446,/user/becks1907,FIFA 15,10
17448,/user/Mattcha,FIFA 15,6
17451,/user/Ecresis,FIFA 15,2
17452,/user/loadstone007,FIFA 15,4
17454,/user/IntelgentGamer,FIFA 15,1
17457,/user/AhmedShehab95,FIFA 15,2
17464,/user/ergulerhan,FIFA 15,3
17467,/user/rcassar,FIFA 15,0
17469,/user/tonyneculai,FIFA 15,6
17488,/user/slim1985,FIFA 15,0
17493,/user/theFPSyoungGOD,FIFA 15,3
17501,/user/FactualFindings,FIFA 15,1
17505,/user/Creery,FIFA 15,4
17512,/user/chr1so,FIFA 15,4
17516,/user/Barhota,FIFA 15,2
17532,/user/Funch,FIFA 15,3
17538,/user/Superdooper,ZEN Pinball 2,0
17541,/user/Batfinkskinner,ZEN Pinball 2,6
17543,/user/taroko,ZEN Pinball 2,0
17546,/user/robdot,ZEN Pinball 2,8
17547,/user/Lime_4444,ZEN Pinball 2,9
17551,/user/ravenclaw77,ZEN Pinball 2,9
17553,/user/MAD_GAMER_210,ZEN Pinball 2,8
17554,/user/tsakiym,ZEN Pinball 2,7
17555,/user/Nel,ZEN Pinball 2,5
17556,/user/BSchwarz95,Burnout Paradise Remastered,9
17560,/user/TheDaniel34,Burnout Paradise Remastered,10
17563,/user/kwstas,Burnout Paradise Remastered,8
17564,/user/EmirKhorasani,Burnout Paradise Remastered,9
17568,/user/Tito23,Burnout Paradise Remastered,8
17571,/user/Darcsun,Burnout Paradise Remastered,1
17572,/user/vgmkyle,Burnout Paradise Remastered,5
17574,/user/ty92,Burnout Paradise Remastered,10
17576,/user/desertofthereal,Burnout Paradise Remastered,9
17579,/user/FrenchToast,Burnout Paradise Remastered,8
17580,/user/JimmieReview,Burnout Paradise Remastered,5
17581,/user/spesini,Burnout Paradise Remastered,7
17584,/user/Alex_Pilgrim008,Burnout Paradise Remastered,8
17585,/user/GReviews,Burnout Paradise Remastered,8
17586,/user/Lonit,Burnout Paradise Remastered,6
17589,/user/Br_AgSs,Burnout Paradise Remastered,7
17590,/user/krooney,Burnout Paradise Remastered,5
17591,/user/JoKeR_AlexS,Burnout Paradise Remastered,7
17592,/user/ralloapsey,Burnout Paradise Remastered,10
17593,/user/Inarokovinal,Burnout Paradise Remastered,8
17594,/user/Shenandoah,Burnout Paradise Remastered,3
17597,/user/Hscoa,Burnout Paradise Remastered,9
17598,/user/Elite_Soldier,Burnout Paradise Remastered,7
17599,/user/Nel,Orcs Must Die! Unchained,2
17604,/user/SahilKChandio,A Plague Tale: Innocence,9
17606,/user/wesker2012,A Plague Tale: Innocence,7
17607,/user/FatalBrush,A Plague Tale: Innocence,6
17608,/user/Dmacy,A Plague Tale: Innocence,6
17609,/user/GabFire,A Plague Tale: Innocence,9
17612,/user/Kai82,A Plague Tale: Innocence,10
17613,/user/IIIAHMIII,A Plague Tale: Innocence,4
17614,/user/Neatqt,A Plague Tale: Innocence,7
17619,/user/Michael_zilber,A Plague Tale: Innocence,9
17620,/user/Tonarestriga,A Plague Tale: Innocence,8
17621,/user/RolloZ,A Plague Tale: Innocence,10
17623,/user/svensenk86,A Plague Tale: Innocence,10
17625,/user/Vasvik,A Plague Tale: Innocence,9
17633,/user/infamousgeorge_,A Plague Tale: Innocence,10
17639,/user/premium_sauce,A Plague Tale: Innocence,7
17643,/user/Excelsion,A Plague Tale: Innocence,10
17646,/user/Deisler,A Plague Tale: Innocence,10
17648,/user/JustSandy,A Plague Tale: Innocence,10
17650,/user/Dyrock,A Plague Tale: Innocence,10
17652,/user/thanatopsis,A Plague Tale: Innocence,10
17655,/user/wolfie79,A Plague Tale: Innocence,5
17658,/user/TheScort,A Plague Tale: Innocence,9
17659,/user/Balrock1230,A Plague Tale: Innocence,9
17660,/user/ShadowTarzan,A Plague Tale: Innocence,10
17661,/user/marjuszkp,A Plague Tale: Innocence,10
17665,/user/Allthat,A Plague Tale: Innocence,10
17666,/user/SethGrey,A Plague Tale: Innocence,10
17667,/user/Hirenkj,A Plague Tale: Innocence,8
17675,/user/leviathanarg,A Plague Tale: Innocence,10
17676,/user/silversaihan,A Plague Tale: Innocence,8
17679,/user/chr1so,A Plague Tale: Innocence,9
17681,/user/GamergodsFail,A Plague Tale: Innocence,9
17682,/user/Dohmein,A Plague Tale: Innocence,5
17683,/user/Witchywoman212,A Plague Tale: Innocence,10
17684,/user/overdrive,A Plague Tale: Innocence,10
17685,/user/Dreizehn,A Plague Tale: Innocence,10
17686,/user/kremedved,A Plague Tale: Innocence,7
17688,/user/Dco326,A Plague Tale: Innocence,9
17689,/user/VTL,A Plague Tale: Innocence,8
17690,/user/Lonejumper23,A Plague Tale: Innocence,10
17691,/user/flayn84,A Plague Tale: Innocence,9
17692,/user/mlevyholden,A Plague Tale: Innocence,7
17694,/user/Casjamin,A Plague Tale: Innocence,10
17697,/user/SuperkenGaming,A Plague Tale: Innocence,7
17698,/user/Spidor,A Plague Tale: Innocence,6
17701,/user/abekdd,A Plague Tale: Innocence,8
17703,/user/Agarwel,The Elder Scrolls V: Skyrim Special Edition,7
17707,/user/SensualSanta,The Elder Scrolls V: Skyrim Special Edition,9
17708,/user/killab1984,The Elder Scrolls V: Skyrim Special Edition,9
17709,/user/jessda123,The Elder Scrolls V: Skyrim Special Edition,9
17710,/user/Umbrella-17,The Elder Scrolls V: Skyrim Special Edition,10
17711,/user/AsaZimbabwe,The Elder Scrolls V: Skyrim Special Edition,9
17713,/user/illphil,The Elder Scrolls V: Skyrim Special Edition,9
17715,/user/Bbplayer,The Elder Scrolls V: Skyrim Special Edition,8
17719,/user/NikolayG,The Elder Scrolls V: Skyrim Special Edition,10
17720,/user/OwtDaft,The Elder Scrolls V: Skyrim Special Edition,5
17721,/user/snakekill321,The Elder Scrolls V: Skyrim Special Edition,7
17722,/user/hopper1974,The Elder Scrolls V: Skyrim Special Edition,8
17725,/user/Cherryleaf,The Elder Scrolls V: Skyrim Special Edition,9
17726,/user/Big_Bear,The Elder Scrolls V: Skyrim Special Edition,10
17730,/user/fluxmulder,The Elder Scrolls V: Skyrim Special Edition,4
17732,/user/archonome,The Elder Scrolls V: Skyrim Special Edition,8
17733,/user/trevor1981,The Elder Scrolls V: Skyrim Special Edition,10
17734,/user/SpawnCap,The Elder Scrolls V: Skyrim Special Edition,10
17735,/user/vcca15,The Elder Scrolls V: Skyrim Special Edition,10
17739,/user/Letiste-Gaming,The Elder Scrolls V: Skyrim Special Edition,9
17740,/user/SassyQuatch,The Elder Scrolls V: Skyrim Special Edition,5
17741,/user/HappySpaceInvad,The Elder Scrolls V: Skyrim Special Edition,3
17742,/user/Matthii,The Elder Scrolls V: Skyrim Special Edition,10
17745,/user/trollkiller,The Elder Scrolls V: Skyrim Special Edition,10
17746,/user/Sammyy06,The Elder Scrolls V: Skyrim Special Edition,10
17747,/user/peteraff1,The Elder Scrolls V: Skyrim Special Edition,5
17748,/user/GamerJosh0137,The Elder Scrolls V: Skyrim Special Edition,8
17750,/user/luckydutch,The Elder Scrolls V: Skyrim Special Edition,0
17751,/user/El-Stresso,The Elder Scrolls V: Skyrim Special Edition,7
17757,/user/BarryZut,The Elder Scrolls V: Skyrim Special Edition,5
17758,/user/BACON-A-TER,The Elder Scrolls V: Skyrim Special Edition,6
17759,/user/Tallulah,The Elder Scrolls V: Skyrim Special Edition,10
17760,/user/EmirKhorasani,The Elder Scrolls V: Skyrim Special Edition,7
17764,/user/Chowda,The Elder Scrolls V: Skyrim Special Edition,0
17766,/user/tdebug,The Elder Scrolls V: Skyrim Special Edition,0
17768,/user/Termin8ter,The Elder Scrolls V: Skyrim Special Edition,7
17769,/user/cdsmith7,The Elder Scrolls V: Skyrim Special Edition,2
17771,/user/shiftyman,The Elder Scrolls V: Skyrim Special Edition,1
17773,/user/Mamal,The Elder Scrolls V: Skyrim Special Edition,4
17774,/user/CodyCoyote64,The Elder Scrolls V: Skyrim Special Edition,0
17776,/user/Avodeskorm,The Elder Scrolls V: Skyrim Special Edition,1
17777,/user/paddystudmuffin,The Elder Scrolls V: Skyrim Special Edition,10
17778,/user/MaxPayneIsGod,The Elder Scrolls V: Skyrim Special Edition,2
17779,/user/Lazlo21,The Elder Scrolls V: Skyrim Special Edition,6
17780,/user/mrtrecool7,The Elder Scrolls V: Skyrim Special Edition,10
17784,/user/CloseTalker,The Elder Scrolls V: Skyrim Special Edition,8
17785,/user/Dietrich_,The Elder Scrolls V: Skyrim Special Edition,3
17786,/user/Deanomite,The Elder Scrolls V: Skyrim Special Edition,0
17788,/user/UncutSuspiria,The Elder Scrolls V: Skyrim Special Edition,8
17791,/user/Vadrael,The Elder Scrolls V: Skyrim Special Edition,1
17793,/user/hououink,The Elder Scrolls V: Skyrim Special Edition,0
17794,/user/Nathaniel_Cage,The Elder Scrolls V: Skyrim Special Edition,10
17798,/user/Fra-k,The Elder Scrolls V: Skyrim Special Edition,5
17799,/user/videogamefan64,The Elder Scrolls V: Skyrim Special Edition,9
17800,/user/e1000io,The Elder Scrolls V: Skyrim Special Edition,9
17801,/user/filipers,The Elder Scrolls V: Skyrim Special Edition,9
17803,/user/wesker2012,Manifold Garden,8
17805,/user/RatchetClank111,Manifold Garden,7
17820,/user/MarkA,Madden NFL 15,9
17822,/user/ALEXELWAY,Madden NFL 15,9
17825,/user/Mattyice,Madden NFL 15,8
17829,/user/pre_-cision-_,Madden NFL 15,5
17835,/user/SIPPIO,Madden NFL 15,9
17842,/user/JBHuskers,Madden NFL 15,8
17843,/user/BigSmitty81,Madden NFL 15,8
17847,/user/Barhota,Madden NFL 15,7
17848,/user/solsunforge,Madden NFL 15,6
17849,/user/rtkiii,Madden NFL 15,7
17852,/user/JohnWitten,Madden NFL 15,8
17860,/user/twc004,Madden NFL 15,8
17869,/user/Schmukker,Madden NFL 15,8
17870,/user/pdpmagi,Madden NFL 15,7
17871,/user/emlugo123,Madden NFL 15,7
17873,/user/homer4president,Madden NFL 15,8
17874,/user/Nel,Madden NFL 15,4
17877,/user/GreenMachineG,Madden NFL 15,6
17879,/user/ItzYoBoiEthan,Madden NFL 15,7
17880,/user/DunkonMadden,Madden NFL 15,2
17881,/user/GBG_Jason,Slime-san: Superslime Edition,9
17883,/user/metaboar,Slime-san: Superslime Edition,10
17885,/user/numeric,Plants vs Zombies: Garden Warfare 2,10
17887,/user/raccoondaddy,Plants vs Zombies: Garden Warfare 2,8
17889,/user/BaronMonaco,Plants vs Zombies: Garden Warfare 2,8
17892,/user/SaintTodd,Plants vs Zombies: Garden Warfare 2,9
17896,/user/houyi111,Plants vs Zombies: Garden Warfare 2,6
17897,/user/lydianfanfare,Plants vs Zombies: Garden Warfare 2,9
17899,/user/NihiRagnarK,Plants vs Zombies: Garden Warfare 2,7
17901,/user/megabear,Plants vs Zombies: Garden Warfare 2,7
17903,/user/Maycolino10,Plants vs Zombies: Garden Warfare 2,9
17904,/user/Bitrip,Plants vs Zombies: Garden Warfare 2,8
17905,/user/homer4president,Plants vs Zombies: Garden Warfare 2,8
17906,/user/chimiche1992,Plants vs Zombies: Garden Warfare 2,6
17907,/user/Clorox_drinker,Plants vs Zombies: Garden Warfare 2,7
17911,/user/mrnice,Plants vs Zombies: Garden Warfare 2,7
17913,/user/MonkiReviews,Plants vs Zombies: Garden Warfare 2,9
17915,/user/deneb006,Plants vs Zombies: Garden Warfare 2,9
17916,/user/brendo214,Plants vs Zombies: Garden Warfare 2,8
17917,/user/XxAlbertoBuzzxX,Plants vs Zombies: Garden Warfare 2,7
17919,/user/mikemormai,Plants vs Zombies: Garden Warfare 2,8
17921,/user/chosebine,Plants vs Zombies: Garden Warfare 2,7
17924,/user/GamerDylan,Plants vs Zombies: Garden Warfare 2,7
17926,/user/Jonasluas,Plants vs Zombies: Garden Warfare 2,8
17933,/user/Acrizz,Plants vs Zombies: Garden Warfare 2,8
17935,/user/MaddoxWhite,Plants vs Zombies: Garden Warfare 2,8
17941,/user/SoftwareLibre,Danganronpa V3: Killing Harmony,9
17949,/user/MiracSpectac,Danganronpa V3: Killing Harmony,6
17950,/user/GReviews,Danganronpa V3: Killing Harmony,3
17952,/user/Arma15,Danganronpa V3: Killing Harmony,10
17956,/user/Diegochocho,Danganronpa V3: Killing Harmony,9
17959,/user/Rox22,Danganronpa V3: Killing Harmony,7
17960,/user/MAUS_metacritic,Danganronpa V3: Killing Harmony,8
17961,/user/boy_number_8,Danganronpa V3: Killing Harmony,9
17962,/user/Fortifier,Danganronpa V3: Killing Harmony,8
17963,/user/sscott0829tw,Danganronpa V3: Killing Harmony,9
17965,/user/Design_xjt,Danganronpa V3: Killing Harmony,9
17966,/user/VoidiD,Danganronpa V3: Killing Harmony,5
17970,/user/TheLastofMe,Songbird Symphony,8
17971,/user/tristanest,Hitman - Episode 6: Hokkaido,9
17972,/user/marco88,Fuser,10
17974,/user/RedRice,Fuser,9
17975,/user/ragethorn,Fuser,7
17977,/user/sityoazzdown,Tearaway Unfolded,9
17978,/user/stamito,Tearaway Unfolded,7
17979,/user/rodericrinehart,Tearaway Unfolded,9
17980,/user/OwtDaft,Tearaway Unfolded,9
17981,/user/thehenman,Tearaway Unfolded,8
17983,/user/Elvis_Llama,Tearaway Unfolded,9
17984,/user/Bumblebugbee,Tearaway Unfolded,10
17985,/user/mildewman,Tearaway Unfolded,8
